,Unnamed: 0,start_date,country,region,subregion,source_url,source_category,source_title,source_full_text
426,426,2020-04-05,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/exec/0405n01/,Government Website,"Media Advisory: Premier Ball, Minister Haggie, and Dr. Fitzgerald Available to Media"," The Honourable Dwight Ball, Premier of Newfoundland and Labrador, the Honourable John Haggie, Minister of Health and Community Services, and Dr. Janice Fitzgerald, Chief Medical Officer of Health, will hold a media availability today (Sunday, April 5) at 2:00 p.m. to discuss COVID-19. The availability will be live-streamed on the Government of Newfoundland and Labrador’s Facebook and Twitter accounts – @GovNL and on YouTube. As a safety precaution, all media covering the availability will join by teleconference only. To participate, please RSVP to Jillian Hood (jillianhood@gov.nl.ca) who will provide the dial-in details. Media planning to participate must join the teleconference at 1:45 p.m. (NDT) to be included on the call. For sound quality purposes, media calling in are asked to use a land line if at all possible. -30-  Media contacts Jeremy Reynolds Office of the Premier 709-729-3558 jeremyreynolds@gov.nl.ca Kathy Dicks-Peyton Health and Community Services 709-729-6986, 699-1982 kathydickspeyton@gov.nl.ca    2020 04 05 11:55 am  "
427,427,2020-04-04,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/exec/0404n01/,Government Website,"Media Advisory: Premier Ball, Minister Haggie, and Dr. Fitzgerald Available to Media"," The Honourable Dwight Ball, Premier of Newfoundland and Labrador, the Honourable John Haggie, Minister of Health and Community Services, and Dr. Janice Fitzgerald, Chief Medical Officer of Health, will hold a media availability today (Saturday, April 4) at 2:00 p.m. to discuss COVID-19. The availability will be live-streamed on the Government of Newfoundland and Labrador’s Facebook and Twitter accounts – @GovNL and on YouTube. As a safety precaution, all media covering the availability will join by teleconference only. To participate, please RSVP to Jillian Hood (jillianhood@gov.nl.ca) who will provide the dial-in details. Media planning to participate must join the teleconference at 1:45 p.m. (NDT) to be included on the call. For sound quality purposes, media calling in are asked to use a land line if at all possible. -30-  Media contacts Jeremy Reynolds Office of the Premier 709-729-3558 jeremyreynolds@gov.nl.ca Kathy Dicks-Peyton Health and Community Services 709-729-6986, 699-1982 kathydickspeyton@gov.nl.ca  2020 04 04 11:40 am  "
428,428,2020-04-04,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/exec/0404n02/,Government Website,Premier Ball Announces Changes to Cabinet," The Honourable Dwight Ball, Premier of Newfoundland and Labrador, today announced changes to his Cabinet. “Yesterday, Ms. Sherry Gambin-Walsh contacted me and informed me that she was served with a General Warrant. It was at that point that I immediately took the necessary steps to remove her from Cabinet and her Cabinet responsibilities.” – Honourable Dwight Ball, Premier of Newfoundland and Labrador Ms. Gambin-Walsh will continue in her role as MHA for Placentia – St. Mary’s. Effective immediately, the Honourable Tom Osborne will assume a new portfolio. Minister Osborne retains his position as Minister of Finance; President of Treasury Board; Minister Responsible for the Human Resource Secretariat; Minister Responsible for the Public Service Commission; Minister Responsible for the Newfoundland and Labrador Liquor Corporation; and Minister Responsible for the Office of the Chief Information Office. In addition he is now the Acting Minister of Service NL; Acting Minister Responsible for the Public Procurement Agency; and Acting Minister Responsible for Workplace NL, with effect from April 3, 2020. “I offer my sincere thanks to Ms. Gambin-Walsh for her continued commitment to the residents of Newfoundland and Labrador. Minister Osborne brings a wealth of experience and I am confident he will approach his new acting roles with the same level of commitment and professionalism that he has continuously demonstrated.” – Premier Ball – 30 – Media contact Jeremy Reynolds Office of the Premier 709-729-3558 jeremyreynolds@gov.nl.ca  2020 04 04 4:58 pm  "
429,429,2020-04-04,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/exec/0404n03/,Government Website,Media Advisory: Premier Ball Available to the Media," The Honourable Dwight Ball, Premier of Newfoundland and Labrador, will be available to the media today (Saturday, April 4) at 5:30 p.m. to discuss changes to his Cabinet. As a safety precaution, all media covering the availability will join by teleconference only. To participate and for further information regarding the video feed, please RSVP to Jeremy Reynolds, jeremyreynolds@gov.nl.ca. Media planning to participate must join the teleconference at 5:15 p.m. (NDT) to be included on the call. For quality purposes, media calling in are asked to use a land line if at all possible.  -30-  Media contact Jeremy Reynolds Office of the Premier 709-729-3558 jeremyreynolds@gov.nl.ca  2020 04 04 4:59 pm  "
430,430,2020-04-03,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/flr/0403n01/,Government Website,Public Advisory: Deadline Extended for Current Aquaculture Licences," The Department of Fisheries and Land Resources is extending the annual validation expiry date for all current existing aquaculture licences in Newfoundland and Labrador from March 31, 2020 to May 31, 2020. The department will work with industry during the extension period to ensure aquaculture licence renewal requests are processed in a timely manner. This decision is in consideration of economic impacts on the Newfoundland and Labrador seafood sector stemming from the ongoing COVID-19 pandemic. Aquaculture operators with questions about this extension should contact the department’s director of Aquaculture Development by telephone at 709-293 4308 or email StephanieSynard@gov.nl.ca. -30- Media contact Linda Skinner Fisheries and Land Resources 709-637-2284, 632-8167 lindaskinner@gov.nl.ca  2020 04 03 10:53 am  "
431,431,2020-04-03,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/exec/0403n02/,Government Website,"Media Advisory: Premier Ball, Minister Haggie, and Dr. Fitzgerald Available to Media"," The Honourable Dwight Ball, Premier of Newfoundland and Labrador, the Honourable John Haggie, Minister of Health and Community Services, and Dr. Janice Fitzgerald, Chief Medical Officer of Health, will hold a media availability today (Friday, April 3) at 2:00 p.m. to discuss COVID-19. The availability will be live-streamed on the Government of Newfoundland and Labrador’s Facebook and Twitter accounts – @GovNL and on YouTube. As a safety precaution, all media covering the availability will join by teleconference only. To participate, please RSVP to Jillian Hood (jillianhood@gov.nl.ca) who will provide the dial-in details. Media planning to participate must join the teleconference at 1:45 p.m. (NDT) to be included on the call. For sound quality purposes, media calling in are asked to use a land line if at all possible. -30- Media contacts Jeremy Reynolds Office of the Premier 709-729-3558 jeremyreynolds@gov.nl.ca Kathy Dicks-Peyton Health and Community Services 709-729-6986, 699-1982 kathydickspeyton@gov.nl.ca  2020 04 03 11:43 am  "
432,432,2020-04-03,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/flr/0403n03/,Government Website,Public Advisory: Provincial Government Launches Online COVID-19 Data Hub," The Provincial Government has launched an online resource to provide accurate and timely information and data about the coronavirus pandemic. The COVID-19 Data Hub uses a geographical information system (GIS) to map daily COVID-19 information updates across our province. The hub includes:  An interactive web map of the distribution of COVID-19 cases across Newfoundland and Labrador’s regional health authorities; Graphs indicating the spread of the virus; and, Data on the number of cases, hospitalizations, recoveries and tests completed as announced by the Chief Medical Officer of Health.  The COVID-19 Data Hub is a partnership between the GIS and Mapping Division of Fisheries and Land Resources, the Newfoundland and Labrador Statistics Agency, and Newfoundland and Labrador Centre for Health Information. The GIS and Mapping Division manages the hub on behalf of the Provincial Government. This resource is based on Esri Canada’s Canada-wide GIS Hub. -30- Media contact Linda Skinner Fisheries and Land Resources 709-637-2284, 632-8167 lindaskinner@gov.nl.ca  2020 04 03 2:15 pm  "
433,433,2020-04-03,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/fin/0403n04/,Government Website,Public Advisory: Government Asking Individuals and Businesses that Receive Provincial Government Payments to Transition to Electronic Payments," Due to the ongoing COVID-19 pandemic, the Provincial Government is asking all individuals and businesses that receive payments from the Provincial Government via cheque to transition to electronic payments as soon as possible. Given the impacts that COVID-19 has had on delivery services in the province, the Provincial Government cannot guarantee individuals and businesses will receive cheque payments in a timely manner. This request would apply to all cheque payments issued by the Provincial Government including pensioner payroll, income support payments to individuals and landlords, as well as general accounts payable payments. Electronic payment enrollment forms can be found online or from the department responsible for the payment. For the most up-to-date information related to COVID-19, please visit www.gov.nl.ca/covid-19. For general inquiries related to available government services, please email covid19info@gov.nl.ca. -30-  Media contact Marc Budgell Finance 709-689-0430 marcbudgell@gov.nl.ca  2020 04 03 4:31 pm  "
434,434,2020-04-02,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/eecd/0402n01/,Government Website,"Media Advisory: Premier Ball, Minister Haggie, Minister Warr and Dr. Fitzgerald Available to Media"," The Honourable Dwight Ball, Premier of Newfoundland and Labrador, the Honourable John Haggie, Minister of Health and Community Services, the Honourable Brian Warr, Minister of Education and Early Childhood Development and Dr. Janice Fitzgerald, Chief Medical Officer of Health, will hold a media availability today (Thursday, April 2) at 2:00 p.m. to discuss COVID-19. Minister Warr will provide an update on the K-12 education system in Newfoundland and Labrador. The availability will be live-streamed on the Government of Newfoundland and Labrador’s Facebook and Twitter accounts – @GovNL and on YouTube. As a safety precaution, all media covering the availability will join by teleconference only. To participate, please RSVP to Jillian Hood (jillianhood@gov.nl.ca) who will provide the dial-in details. Media planning to participate must join the teleconference at 1:45 p.m. (NDT) to be included on the call. For sound quality purposes, media calling in are asked to use a land line if at all possible. -30-  Media contacts Jeremy Reynolds Office of the Premier 709-729-3558 jeremyreynolds@gov.nl.ca Tina Coffey Education and Early Childhood Development 709-729-1906, 687-9903 tcoffey@gov.nl.ca Kathy Dicks-Peyton Health and Community Services 709-729-6986, 699-1982 kathydickspeyton@gov.nl.ca  2020 04 02 11:20 am  "
435,435,2020-04-02,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/exec/0402n02/,Government Website,Public Examinations Cancelled for the Current School Year Due to COVID-19 Impacts," The Honourable Brian Warr, Minister of Education and Early Childhood Development, announced today that public exams for this school year are cancelled. The purpose of public exams is to test all curriculum outcomes for the full school year. The department has been in ongoing discussions with the Newfoundland and Labrador English School District and Conseil scolaire francophone provincial de Terre-Neuve-et-Labrador, and in consultation, has determined that final exams for all high school and intermediate courses will also be cancelled. Students will receive a grade to reflect their work to March 13, the final day of classes prior to schools being closed due to the pandemic. This mark will be communicated to students by April 22; however, students will be given every opportunity to continue their learning. The school districts have developed continuity of learning plans which involve teacher support and the use of online learning platforms. Grades can be adjusted if it is to the student’s advantage. If at some point school resumes, the time remaining will be used for instruction rather than writing exams. The school districts will provide further information directly to schools and families. Discussions have been held with the province’s public post-secondary institutions regarding entrance requirements for the September 2020 term and the process for determining scholarship requirements. Both Memorial University and College of the North Atlantic recognize the need for flexibility so that students are not disadvantaged when applying for post-secondary studies. For the most up-to-date information related to COVID-19, please visit www.gov.nl.ca/covid-19. For general inquiries related to government services, please call 1-833-771-0696 from 9:00 a.m. – 5:00 p.m., Monday to Friday or email covid19info@gov.nl.ca any time. Quotes “These are challenging times for our students, educators and families. It requires us to look at new ways to give our students every possible advantage to succeed. Much work has been done with our education partners to ensure that resources are available and opportunities exist for learning to continue. I commend educators across the province for their efforts that will benefit our students.” Honourable Dwight Ball Premier of Newfoundland and Labrador “The cancellation of exams does not mean that learning is ending or that the school year is over. The continuity of learning plans, which enables connections with teachers and access to online learning platforms, will help address any gaps in learning and give students the opportunity to improve their grades. This is particularly important for graduating students. While exams are cancelled, learning continues.” Honourable Brian Warr Minister of Education and Early Childhood Development – 30 – Examens du Ministère annulés pour l’année scolaire en cours en raison des répercussions de la COVID-19 Media contacts Jeremy Reynolds Office of the Premier 709-729-3558 jeremyreynolds@gov.nl.ca Tina Coffey Education and Early Childhood Development 709-729-1906, 687-9903 tcoffey@gov.nl.ca  2020 04 02 2:20 pm  "
436,436,2020-04-01,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/exec/0401n01/,Government Website,"Media Advisory: Premier Ball, Minister Haggie and Dr. Fitzgerald Available to Media"," The Honourable Dwight Ball, Premier of Newfoundland and Labrador, the Honourable John Haggie, Minister of Health and Community Services and Dr. Janice Fitzgerald, Chief Medical Officer of Health, will hold a media availability today (Wednesday, April 1) at 2:00 p.m. to discuss COVID-19. The availability will be live-streamed on the Government of Newfoundland and Labrador’s Facebook and Twitter accounts – @GovNL and on YouTube. As a safety precaution, all media covering the availability will join by teleconference only. To participate, please RSVP to Jillian Hood (jillianhood@gov.nl.ca) who will provide the dial-in details. Media planning to participate must join the teleconference at 1:45 p.m. (NDT) to be included on the call. For sound quality purposes, media calling in are asked to use a land line if at all possible. -30-  Media contacts Jeremy Reynolds Office of the Premier 709-729-3558 jeremyreynolds@gov.nl.ca Kathy Dicks-Peyton Health and Community Services 709-729-6986, 699-1982 kathydickspeyton@gov.nl.ca  2020 04 01 12:05 pm  "
437,437,2020-03-31,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/exec/0331n01/,Government Website,"Media Advisory: Premier Ball, Minister Haggie and Dr. Fitzgerald Available to Media"," The Honourable Dwight Ball, Premier of Newfoundland and Labrador, the Honourable John Haggie, Minister of Health and Community Services and Dr. Janice Fitzgerald, Chief Medical Officer of Health, will hold a media availability today (Tuesday, March 31) at 2:00 p.m. to discuss COVID-19.   The availability will be live-streamed on the Government of Newfoundland and Labrador’s Facebook and Twitter accounts – @GovNL and on YouTube.   As a safety precaution, all media covering the availability will join by teleconference only. To participate, please RSVP to Jillian Hood (jillianhood@gov.nl.ca) who will provide the dial-in details. Media planning to participate must join the teleconference at 1:45 p.m. (NDT) to be included on the call. For sound quality purposes, media calling in are asked to use a land line if at all possible.  -30-   Media contacts Jeremy Reynolds Office of the Premier 709-729-3558 jeremyreynolds@gov.nl.ca   Kathy Dicks-Peyton Health and Community Services 709-729-6986, 699-1982 kathydickspeyton@gov.nl.ca  2020 03 31 11:05 am  "
438,438,2020-03-31,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/flr/0331n02/,Government Website,Public Advisory: Big Game Licence Application Deadline Extended," The deadline for receipt of big game licence applications for the 2020-21 big game hunting season has been extended by two weeks to April 17 at 4:30 p.m. NDT. For the convenience of applicants, the deadline has been extended as far as possible while still allowing enough time for applications to be processed safely and efficiently in time for big game hunting this fall. The deadline will not be extended further. Applications can be submitted by email at wildlifelicence@gov.nl.ca, online at the Wildlife Information Management System, by fax at 709-637-2099 or by mail at the address provided with the big game licence application. In support of COVID-19 physical distancing requirements, in-person counter service at Forestry and Wildlife offices throughout the province has been suspended. However, staff remain available Monday to Friday, 8:30 a.m. to 4:30 p.m. NDT by telephone at 709-637-2025 and email at wildlifelicence@gov.nl.ca, to respond to questions regarding the 2020-21 big game licence application process. As the application deadline approaches, wait times for inquiries made by telephone are expected to increase. To expedite response times, individuals are encouraged to contact the department by email, when possible, and provide their name, driver’s licence number and a brief description of the issue they are experiencing. Staff will aim to respond to emails within 48 hours. Important information about the 2020-21 big game hunting season is also available in the 2020-21 Hunting and Trapping Guide. -30- Media contact Craig Renouf Fisheries and Land Resources craigrenouf@gov.nl.ca 709-637-2923, 640-6922  2020 03 31 3:04 pm  "
439,439,2020-03-31,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/flr/0331n03/,Government Website,"Public Advisory: Retailers Asked Not to Limit Quantities of Milk, Chicken and Eggs"," Retailers in Newfoundland and Labrador selling milk, chicken and eggs should not limit quantities available to customers. Healthy supplies of these products are produced in Newfoundland and Labrador, are continuously available, and no shortages or service disruptions are anticipated. Customers should be permitted to purchase these products in required amounts to ensure sufficient quantities without the need for multiple store visits. The Provincial Government appreciates the efforts of all those helping to reduce the risk of transmitting COVID-19 through physical distancing measures, and the producers, processors, retailers and front-line workers who continue to ensure a safe, steady supply of food for residents. -30-  Media contact Linda Skinner Fisheries and Land Resources 709-637-2284, 632-8167 lindaskinner@gov.nl.ca  2020 03 31 4:05 pm  "
440,440,2020-03-31,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/health/0331n04/,Government Website,Public Advisory: MCP Coverage Extended for Expired Cards," The Department of Health and Community Services is extending the validity period of Medical Care Plan (MCP) cards to June 30, 2020. This will cover all individuals whose MCP eligibility otherwise expired as of March 1, 2020 onward, excluding those who have permanently moved out of Newfoundland and Labrador. The extension preserves provincial public health coverage for those Newfoundland and Labrador residents, including permanent residents, who are outside the province or country, but are finding it difficult to return home due to the COVID-19 pandemic. This includes those residents who are working temporarily or vacationing abroad. The extension also preserves coverage for international students and workers whose study or work durations have ended, but who may not have a reasonable means of departing the province at this time or who wish to leave temporarily to be with family. It also helps them in the event that they are experiencing difficulties obtaining the documentation necessary from their education institutions or employers to renew their MCP coverage. These changes eliminate the need to mail, fax or drop off MCP renewal applications to the MCP offices in St. John’s or Grand Falls Windsor during the COVID-19 pandemic. Individuals are encouraged to check their MCP expiry date or renewal notice to determine if these measures apply. Renewal cards reflecting the extension of coverage will not be mailed to individuals. Health care providers may contact the MCP offices for confirmation of coverage. Staff will continue to be available to answer questions from the public. People can call the St. John’s office at 1-866-449-4459 or the Grand Falls-Windsor office at 1-800-563-1557. People can also email questions to mcpregistration@gov.nl.ca. For the most up-to-date information related to COVID-19, please visit www.gov.nl.ca/covid-19. For questions related to COVID-19, please email covid19info@gov.nl.ca.  – 30 – Media contact Kathy Dicks-Peyton Health and Community Services 709-729-6986, 699-1982 kathydickspeyton@gov.nl.ca  2020 03 31 5:20 pm  "
441,441,2020-03-30,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/exec/0330n01/,Government Website,"Media Advisory: Premier Ball, Minister Haggie and Dr. Fitzgerald Available to Media"," The Honourable Dwight Ball, Premier of Newfoundland and Labrador, the Honourable John Haggie, Minister of Health and Community Services and Dr. Janice Fitzgerald, Chief Medical Officer of Health, will hold a media availability today (Monday, March 30) at 2:30 p.m. to discuss COVID-19. The availability will be live-streamed on the Government of Newfoundland and Labrador’s Facebook and Twitter accounts – @GovNL and on YouTube. As a safety precaution, all media covering the availability will join by teleconference only. To participate, please RSVP to Jillian Hood (jillianhood@gov.nl.ca) who will provide the dial-in details. Media planning to participate must join the teleconference at 2:15 p.m. (NDT) to be included on the call. For sound quality purposes, media calling in are asked to use a land line if at all possible. -30- Media contacts Jeremy Reynolds Office of the Premier 709-729-3558 jeremyreynolds@gov.nl.ca Kathy Dicks-Peyton Health and Community Services 709-729-6986, 699-1982 kathydickspeyton@gov.nl.ca  2020 03 30 12:50 pm  "
442,442,2020-03-30,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/tcii/0330n02/,Government Website,Public Advisory: Launch of Provincial Parks Campsite Reservation System Postponed," The launch of the Provincial Parks Campsite Reservation System has been postponed due to the ongoing COVID-19 pandemic. The department continues to monitor the situation and any decisions related to the opening dates of Provincial Parks will be announced at a future date. The Provincial Government thanks the public for its patience and understanding during its efforts to minimize further spread of COVID-19. All decisions related to Provincial Parks are being made with the health and safety of residents in mind. For the most up-to-date information related to COVID-19, please visit www.gov.nl.ca/covid-19. For general inquiries related to available government services, please email covid19info@gov.nl.ca. – 30 – Media contact Eric Humber Tourism, Culture, Industry and Innovation 709-725-9655 erichumber@gov.nl.ca  2020 03 30 3:42 pm  "
443,443,2020-03-30,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/fin/0330n03/,Government Website,Public Advisory: Deadline Extended for Fuel Tax Exemption Permits," The expiry date for Fuel Tax Exemption Permits, which allows permit holders to purchase tax-exempt marked gasoline and light fuel oil, which was set to expire on March 31, 2020 has been extended to June 30, 2020. Gasoline and carbon product retailers throughout the province are authorized to accept such permits and continue to sell marked diesel and light fuel oil exempt of gasoline and carbon tax to these permit holders up to and including June 30, 2020. Extension of the exemption will ensure permit holders (primarily fishers), are not negatively impacted by any inability to apply for a permit extension or processing delays resulting from COVID-19. For the most up-to-date information related to COVID-19, please visit www.gov.nl.ca/covid-19. For general inquiries related to available government services, please email covid19info@gov.nl.ca. -30- Media contact Marc Budgell Finance 709-689-0430 marcbudgell@gov.nl.ca  2020 03 30 4:09 pm  "
444,444,2020-03-29,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/exec/0329n01/,Government Website,"Media Advisory: Premier Ball, Minister Haggie and Dr. Fitzgerald Available to Media"," Media Advisory: Premier Ball, Minister Haggie and Dr. Fitzgerald Available to Media The Honourable Dwight Ball, Premier of Newfoundland and Labrador, the Honourable John Haggie, Minister of Health and Community Services and Dr. Janice Fitzgerald, Chief Medical Officer of Health, will hold a media availability today (Sunday, March 29) at 2:30 p.m. to discuss COVID-19. The availability will be live-streamed on the Government of Newfoundland and Labrador’s Facebook and Twitter accounts – @GovNL and on YouTube. As a safety precaution, all media covering the availability will join by teleconference only. To participate, please RSVP to Jillian Hood (jillianhood@gov.nl.ca) who will provide the dial-in details. Media planning to participate must join the teleconference at 2:15 p.m. (NDT) to be included on the call. For sound quality purposes, media calling in are asked to use a land line if at all possible. -30-  Media contacts Jeremy Reynolds Office of the Premier 709-729-3558 jeremyreynolds@gov.nl.ca Kathy Dicks-Peyton Health and Community Services 709-729-6986, 699-1982 kathydickspeyton@gov.nl.ca  2020 03 29 12:15 pm  "
445,445,2020-03-28,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/exec/0328n01/,Government Website,"Media Advisory: Premier Ball, Minister Haggie and Dr. Fitzgerald Available to Media"," The Honourable Dwight Ball, Premier of Newfoundland and Labrador, the Honourable John Haggie, Minister of Health and Community Services and Dr. Janice Fitzgerald, Chief Medical Officer of Health, will hold a media availability today (Saturday, March 28) at 2:30 p.m. to discuss COVID-19.   The availability will be live-streamed on the Government of Newfoundland and Labrador’s Facebook and Twitter accounts – @GovNL and on YouTube.   As a safety precaution, all media covering the availability will join by teleconference only. To participate, please RSVP to Jillian Hood (jillianhood@gov.nl.ca) who will provide the dial-in details. Media planning to participate must join the teleconference at 2:15 p.m. (NDT) to be included on the call. For sound quality purposes, media calling in are asked to use a land line if at all possible.   – 30 –   Media contacts Jeremy Reynolds Office of the Premier 709-729-3558 jeremyreynolds@gov.nl.ca   Kathy Dicks-Peyton Health and Community Services 709-729-6986, 699-1982 kathydickspeyton@gov.nl.ca  2020 03 28 11:45 am  "
446,446,2020-03-28,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/cssd/0328n02/,Government Website,2020 Newfoundland and Labrador Summer Games Postponed," Due to concerns related to the COVID-19 global pandemic, the 2020 Newfoundland and Labrador Summer Games, which were scheduled to be held in Bay Roberts from August 15-22, are postponed. Because of the current Public Health State of Emergency, all sport facilities are closed, athletes are not able to train in the regular way, play downs are not happening and teams cannot be selected. The Department of Children, Seniors and Social Development has consulted with the Town of Bay Roberts, the 2020 Games Host Committee and SportNL, and there is mutual agreement that the Games should be postponed. The Provincial Government recognizes that athletes, sport organizations, sponsors and others may be disappointed by this decision, but we all appreciate that the health and safety of everyone in Newfoundland and Labrador is of the utmost concern as we all deal with the COVID-19 pandemic. This decision is consistent with recent public announcements from other jurisdictions such as cancelling the Arctic Winter Games and the International Olympic Committee postponing the 2020 Olympic/Paralympic Summer Games in Japan. For the most up-to-date information related to COVID-19, please visit www.gov.nl.ca/covid-19. For general inquiries related to government services, please call 1-833-771-0696 from 9:00 a.m. – 5:00 p.m., Monday to Friday or email covid19info@gov.nl.ca any time.  Quotes “We recognize that this is disappointing for our young athletes, their coaches, families and supporters, because for many of you, the Newfoundland and Labrador Games represent the pinnacle of your achievements in sport to date. I want to assure you that we are continuing to work with the Host Committee, the Town of Bay Roberts and SportNL, and will work with our partners to reschedule the Games once our current health emergency is resolved.” Honourable Lisa Dempster Minister of Children, Seniors and Social Development “The 2020 NL Summer Games Host Committee remains committed to delivering the most exciting and successful experience possible for our athletes and our community. We fully support efforts to protect the health and safety of everyone during this challenging time and will be working diligently with the Provincial Government, the Town of Bay Roberts and Sport NL to select a new date for these Games.” Judy Morrow Co-Chair, 2020 NL Summer Games Host Committee “The Town of Bay Roberts shares the concerns of the Provincial Government and the Host Committee for the health and safety of everyone in our communities, and we agree that the best course of action at this time is to postpone the 2020 NL Summer Games. When this public health emergency is over, we will resume preparations for the Games in partnership with the Provincial Government and the Host Committee.” Mayor Philip Wood Town of Bay Roberts – 30 – Media contacts Gina MacArthur Children, Seniors and Social Development 709-729-3768, 730-2977 ginamacarthur@gov.nl.ca Judy Morrow 2020 NL Summer Games Host Committee 709-727-3773 judymorrow@nf.aibn.com Philip Wood Mayor of Bay Roberts 709-786-0204 pwood@nf.sympatico.ca  2020 03 28 2:50 pm  "
447,447,2020-03-27,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/exec/0327n01/,Government Website,"Media Advisory: Premier Ball, Minister Haggie and Dr. Fitzgerald Available to Media"," The Honourable Dwight Ball, Premier of Newfoundland and Labrador, the Honourable John Haggie, Minister of Health and Community Services and Dr. Janice Fitzgerald, Chief Medical Officer of Health, will hold a media availability today (Friday, March 27) at 2:30 p.m. to discuss COVID-19.   The availability will be live-streamed on the Government of Newfoundland and Labrador’s Facebook and Twitter accounts – @GovNL and on YouTube.   As a safety precaution, all media covering the availability will join by teleconference only. To participate, please RSVP to Jillian Hood (jillianhood@gov.nl.ca) who will provide the dial-in details. Media planning to participate must join the teleconference at 2:15 p.m. (NDT) to be included on the call. For sound quality purposes, media calling in are asked to use a land line if at all possible.   -30-   Media contacts Jeremy Reynolds Office of the Premier 709-729-3558 jeremyreynolds@gov.nl.ca   Kathy Dicks-Peyton Health and Community Services 709-729-6986, 699-1982 kathydickspeyton@gov.nl.ca  2020 03 27 12:03 pm  "
448,448,2020-03-27,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/tcii/0327n02/,Government Website,Public Advisory: Deadline Extended for Cellular Service Call for Proposals," The deadline for the second call for proposals to expand cellular service in Newfoundland and Labrador has been extended to June 30, 2020. In February, the Provincial Government issued a call for proposals for a cost-shared cellular service pilot initiative, contributing up to a maximum of 25 per cent of project costs towards cellular coverage infrastructure upgrades. The remaining 75 per cent is to be provided by the service provider, in partnership with, municipalities, private ventures, co-operatives, social enterprises and/or regional government partnerships. Details about this latest call for proposals can be found here. The first round of funding saw the Provincial Government contribute nearly $1.5 million to ten cost-shared agreements, leveraging over $4.4 million from partners. Questions and inquiries on the cellular service pilot initiative can be directed to Hayward Keats (709-729-0677,  tcii@gov.nl.ca). – 30 – Media contact Eric Humber Tourism, Culture, Industry and Innovation 709-729-4819, 725-9655 erichumber@gov.nl.ca  2020 03 27 1:00 pm  "
449,449,2020-03-26,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/cssd/0326n01/,Government Website,"Public Advisory: Children, Seniors and Social Development Implements New Toll-free Telephone Number"," The Department of Children, Seniors and Social Development has implemented a new toll-free telephone number during the COVID-19 public health emergency to ensure individuals and community groups can best connect with the department as needed. Effective today, the new main contact number for the department is 1-833-552-2368. This new central line will have options for the department’s essential services, including child protection; adult protection; child, youth and family services’ inquiries; and financial payments. All existing contact information related to these essential services and other areas of the department will still be available; however, the new central line will direct calls accordingly. A complete listing of all departmental contact information can be found on the department’s website. In addition, child protection and adult protection referrals will continue to be received and assessed 24/7 by calling the department’s new number 1-833-552-2368 or your local police. It is important to always remember that everyone has a duty to report adult and/or child and youth abuse and neglect. For the most up-to-date information related to COVID-19, please visit www.gov.nl.ca/covid-19. For general inquiries related to available government services, please email covid19info@gov.nl.ca. -30- Media contact Gina MacArthur Children, Seniors and Social Development 709-729-3768, 730-2977 ginamacarthur@gov.nl.ca  2020 03 26 11:03 am  "
